,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file
12764,24.0,female,Associate,102891.0,3,MORTGAGE,7500.0,PERSONAL,13.99,0.07,2.0,607,Yes
16350,21.0,male,Master,69191.0,0,OWN,8000.0,VENTURE,10.65,0.12,2.0,665,No
41904,29.0,female,Master,75582.0,8,MORTGAGE,1557.0,MEDICAL,12.88,0.02,6.0,604,No
32155,36.0,female,High School,83910.0,13,RENT,15600.0,MEDICAL,10.99,0.19,12.0,675,Yes
2308,24.0,female,Associate,38448.0,2,MORTGAGE,6700.0,EDUCATION,14.26,0.17,2.0,636,No
22855,28.0,male,High School,24766.0,6,RENT,8000.0,MEDICAL,12.42,0.32,8.0,665,No
22228,28.0,male,Associate,65219.0,6,MORTGAGE,7000.0,HOMEIMPROVEMENT,9.91,0.11,8.0,671,No
12632,22.0,female,High School,34583.0,1,RENT,3000.0,EDUCATION,10.59,0.09,3.0,543,Yes
37547,27.0,male,Bachelor,124222.0,7,RENT,1901.0,HOMEIMPROVEMENT,9.15,0.02,8.0,602,No
44805,23.0,female,High School,27348.0,0,RENT,9739.0,EDUCATION,8.33,0.36,3.0,527,No
2684,23.0,male,High School,63376.0,0,RENT,3000.0,DEBTCONSOLIDATION,10.37,0.05,2.0,579,Yes
5849,24.0,male,High School,45285.0,5,RENT,5500.0,PERSONAL,9.2,0.12,2.0,575,Yes
10124,26.0,male,Bachelor,78923.0,7,MORTGAGE,6000.0,EDUCATION,9.07,0.08,3.0,689,Yes
29686,45.0,female,Associate,43265.0,24,MORTGAGE,10000.0,DEBTCONSOLIDATION,11.01,0.23,17.0,686,Yes
3550,26.0,female,High School,198890.0,6,RENT,10300.0,PERSONAL,9.91,0.05,3.0,551,Yes
8428,23.0,male,Associate,70530.0,1,MORTGAGE,4000.0,EDUCATION,10.99,0.06,2.0,635,Yes
41086,24.0,male,Master,46146.0,2,RENT,8000.0,MEDICAL,9.54,0.17,3.0,627,No
17629,24.0,male,Bachelor,76505.0,2,MORTGAGE,6000.0,EDUCATION,5.79,0.08,3.0,654,Yes
40626,27.0,male,Master,33745.0,6,RENT,1512.0,EDUCATION,12.65,0.04,5.0,632,Yes
44645,24.0,male,High School,38547.0,4,RENT,10000.0,EDUCATION,11.34,0.26,4.0,521,No
38452,27.0,male,Bachelor,140239.0,7,MORTGAGE,18000.0,PERSONAL,8.62,0.13,9.0,456,Yes
15529,25.0,male,Associate,83873.0,6,RENT,15000.0,HOMEIMPROVEMENT,16.7,0.18,3.0,627,No
9889,22.0,male,Bachelor,54879.0,0,RENT,9000.0,PERSONAL,7.9,0.16,3.0,596,No
43916,24.0,female,High School,35551.0,2,RENT,7444.0,MEDICAL,11.2,0.21,4.0,644,No
12960,25.0,female,Bachelor,104543.0,5,MORTGAGE,8000.0,EDUCATION,7.29,0.08,2.0,639,No
4262,23.0,female,Master,67066.0,0,RENT,4500.0,VENTURE,8.49,0.07,3.0,602,Yes
34149,27.0,female,Master,49004.0,1,RENT,1200.0,VENTURE,11.55,0.02,8.0,709,Yes
12727,24.0,male,Associate,102926.0,1,MORTGAGE,7000.0,DEBTCONSOLIDATION,12.69,0.07,3.0,608,Yes
32557,69.0,male,Bachelor,29668.0,45,RENT,6000.0,MEDICAL,6.62,0.2,23.0,724,No
41843,22.0,male,High School,77560.0,0,RENT,4000.0,PERSONAL,5.63,0.05,4.0,605,Yes
9640,26.0,male,Bachelor,57547.0,8,RENT,8400.0,VENTURE,11.83,0.15,4.0,630,Yes
23781,28.0,female,Bachelor,37216.0,3,RENT,9600.0,VENTURE,11.01,0.26,7.0,599,No
33253,28.0,male,Bachelor,74087.0,3,RENT,12000.0,PERSONAL,12.2,0.16,6.0,641,Yes
17670,25.0,male,High School,96880.0,0,RENT,20000.0,VENTURE,14.26,0.21,2.0,522,Yes
12088,26.0,female,Associate,96450.0,4,MORTGAGE,8000.0,DEBTCONSOLIDATION,12.53,0.08,4.0,524,Yes
24100,31.0,female,Master,84888.0,10,MORTGAGE,4500.0,VENTURE,7.9,0.05,8.0,727,No
3509,25.0,female,Bachelor,37857.0,4,RENT,10500.0,MEDICAL,13.35,0.28,3.0,661,No
34665,29.0,female,Bachelor,26125.0,5,RENT,6162.0,EDUCATION,9.5,0.24,8.0,689,No
15903,23.0,male,Master,60681.0,3,RENT,19400.0,EDUCATION,12.69,0.32,2.0,669,No
21262,34.0,male,Bachelor,30883.0,13,RENT,5325.0,VENTURE,10.99,0.17,7.0,629,Yes
40917,28.0,female,Associate,123417.0,7,MORTGAGE,10023.0,VENTURE,6.74,0.08,10.0,695,No
42393,27.0,male,Associate,47720.0,2,RENT,5000.0,DEBTCONSOLIDATION,13.67,0.1,4.0,587,No
13772,23.0,male,Bachelor,103036.0,0,RENT,13600.0,PERSONAL,6.03,0.13,3.0,678,No
22471,31.0,male,Associate,67138.0,6,MORTGAGE,4500.0,VENTURE,7.14,0.07,6.0,627,No
16467,23.0,female,Bachelor,48102.0,2,MORTGAGE,3250.0,MEDICAL,11.01,0.07,3.0,599,No
33416,29.0,male,Bachelor,65676.0,6,MORTGAGE,12000.0,PERSONAL,14.5,0.18,10.0,677,No
6425,24.0,female,High School,48971.0,4,RENT,6000.0,MEDICAL,11.01,0.12,3.0,635,Yes
17972,29.0,female,High School,262569.0,6,MORTGAGE,14400.0,EDUCATION,8.9,0.05,7.0,635,Yes
31070,41.0,female,Associate,84494.0,16,RENT,10000.0,HOMEIMPROVEMENT,7.88,0.12,13.0,649,Yes
39314,27.0,female,Doctorate,87766.0,5,MORTGAGE,8966.0,DEBTCONSOLIDATION,10.98,0.1,4.0,677,Yes
32593,30.0,female,High School,58526.0,6,RENT,10000.0,MEDICAL,11.9,0.17,9.0,644,Yes
13647,23.0,female,Bachelor,114997.0,0,MORTGAGE,9950.0,MEDICAL,8.49,0.09,4.0,625,Yes
22666,29.0,female,Master,54767.0,10,RENT,7500.0,MEDICAL,8.32,0.14,8.0,658,Yes
9006,23.0,female,Master,65380.0,1,MORTGAGE,10000.0,DEBTCONSOLIDATION,16.45,0.15,3.0,636,No
11056,21.0,female,Master,15371.0,0,RENT,4000.0,HOMEIMPROVEMENT,10.99,0.26,3.0,664,No
32433,51.0,female,Associate,34474.0,29,RENT,8000.0,VENTURE,11.86,0.23,26.0,617,Yes
22669,35.0,female,High School,69398.0,12,MORTGAGE,5500.0,MEDICAL,7.49,0.08,5.0,599,Yes
26743,29.0,female,Bachelor,133050.0,11,MORTGAGE,12000.0,MEDICAL,10.36,0.09,6.0,600,No
33592,25.0,male,Associate,57959.0,6,RENT,12000.0,MEDICAL,10.06,0.21,4.0,494,Yes
38083,23.0,female,High School,84849.0,0,RENT,6684.0,VENTURE,8.69,0.08,3.0,612,No
17242,24.0,male,High School,49144.0,3,RENT,10000.0,MEDICAL,11.01,0.2,2.0,586,Yes
34945,23.0,female,High School,109046.0,0,MORTGAGE,12000.0,EDUCATION,12.44,0.11,4.0,586,Yes
18760,33.0,male,Associate,32686.0,12,RENT,1000.0,MEDICAL,10.99,0.03,7.0,587,No
42987,25.0,female,Master,61205.0,3,RENT,18000.0,EDUCATION,8.0,0.29,5.0,672,No
1976,22.0,female,Bachelor,49138.0,0,RENT,2100.0,DEBTCONSOLIDATION,6.39,0.04,2.0,668,No
16323,26.0,male,High School,157021.0,3,RENT,4550.0,HOMEIMPROVEMENT,13.57,0.03,4.0,631,No
32251,36.0,male,Associate,74155.0,9,MORTGAGE,10000.0,VENTURE,10.25,0.13,14.0,687,Yes
14267,24.0,female,Master,124760.0,2,OWN,24000.0,EDUCATION,16.77,0.19,3.0,672,No
32392,58.0,female,Associate,55708.0,38,MORTGAGE,6000.0,PERSONAL,12.99,0.11,25.0,677,No
29532,38.0,female,Associate,36921.0,16,RENT,2200.0,DEBTCONSOLIDATION,11.01,0.06,11.0,692,Yes
31911,40.0,male,Bachelor,660785.0,17,MORTGAGE,18000.0,VENTURE,11.12,0.03,12.0,739,No
32261,37.0,male,Associate,56997.0,14,MORTGAGE,8000.0,VENTURE,15.21,0.14,15.0,666,No
33703,27.0,male,Associate,73225.0,3,RENT,10000.0,PERSONAL,13.36,0.14,7.0,665,No
27741,29.0,male,Associate,217315.0,6,MORTGAGE,20000.0,MEDICAL,11.01,0.09,10.0,703,Yes
33517,30.0,male,Master,120900.0,8,RENT,1000.0,PERSONAL,10.23,0.01,7.0,596,No
34999,26.0,female,Doctorate,65097.0,7,MORTGAGE,10687.0,DEBTCONSOLIDATION,6.27,0.16,4.0,649,Yes
461,21.0,male,Bachelor,22366.0,0,OWN,6250.0,VENTURE,10.62,0.28,4.0,637,No
16137,21.0,male,Bachelor,57067.0,0,MORTGAGE,5000.0,MEDICAL,7.51,0.09,4.0,555,Yes
20497,27.0,male,Bachelor,49696.0,8,MORTGAGE,3000.0,DEBTCONSOLIDATION,7.29,0.06,8.0,645,No
11897,24.0,female,High School,51505.0,2,RENT,10200.0,EDUCATION,7.49,0.2,4.0,494,Yes
40075,23.0,female,Bachelor,111360.0,2,MORTGAGE,2279.0,EDUCATION,12.49,0.02,3.0,684,Yes
10138,23.0,female,Associate,79313.0,0,MORTGAGE,5000.0,PERSONAL,7.43,0.06,4.0,636,Yes
44495,24.0,female,Master,52899.0,4,RENT,18000.0,MEDICAL,15.63,0.34,2.0,705,No
28952,30.0,female,High School,145094.0,10,RENT,10000.0,PERSONAL,17.04,0.07,10.0,649,Yes
8918,24.0,female,High School,72745.0,0,MORTGAGE,15850.0,VENTURE,11.11,0.22,3.0,643,Yes
24864,30.0,female,Associate,93874.0,5,MORTGAGE,3000.0,HOMEIMPROVEMENT,7.74,0.03,5.0,618,Yes
18318,28.0,female,High School,70832.0,7,RENT,20500.0,EDUCATION,16.82,0.29,5.0,619,No
42112,25.0,female,High School,52018.0,2,RENT,15000.0,VENTURE,11.56,0.29,5.0,602,No
4368,23.0,female,Associate,28759.0,0,RENT,4800.0,EDUCATION,6.17,0.17,2.0,681,No
23980,34.0,female,Master,82664.0,12,MORTGAGE,15000.0,EDUCATION,11.78,0.18,5.0,689,No
35452,26.0,female,High School,76579.0,1,RENT,7997.0,VENTURE,12.5,0.1,3.0,644,Yes
25717,27.0,male,High School,65681.0,6,RENT,12100.0,MEDICAL,9.45,0.18,6.0,610,Yes
8599,25.0,male,Bachelor,71807.0,1,MORTGAGE,25000.0,EDUCATION,10.62,0.35,3.0,591,Yes
9256,23.0,female,High School,29559.0,0,RENT,5000.0,PERSONAL,10.75,0.17,3.0,697,No
13878,23.0,female,High School,117617.0,0,MORTGAGE,1800.0,VENTURE,11.01,0.02,2.0,623,Yes
35700,30.0,male,Bachelor,146301.0,10,MORTGAGE,25361.0,HOMEIMPROVEMENT,16.0,0.17,9.0,580,Yes
16271,24.0,male,Associate,85101.0,1,OWN,24250.0,PERSONAL,12.18,0.28,2.0,614,No
21685,27.0,male,Associate,60733.0,5,OWN,7800.0,HOMEIMPROVEMENT,15.99,0.13,10.0,632,No
11042,22.0,male,High School,86234.0,0,MORTGAGE,12000.0,MEDICAL,11.71,0.14,4.0,595,No
27319,30.0,male,Master,157924.0,7,MORTGAGE,5000.0,VENTURE,8.49,0.03,8.0,733,No
27770,30.0,male,Master,241070.0,7,OWN,16000.0,VENTURE,11.01,0.07,5.0,531,Yes
26660,30.0,male,Master,133125.0,8,MORTGAGE,10000.0,VENTURE,10.65,0.08,8.0,686,Yes
26442,27.0,male,Master,123516.0,3,MORTGAGE,6000.0,PERSONAL,7.49,0.05,9.0,633,No
29892,46.0,male,Associate,49752.0,23,OWN,4000.0,EDUCATION,11.71,0.08,17.0,618,Yes
39220,26.0,female,Associate,88410.0,6,MORTGAGE,16087.0,EDUCATION,9.16,0.18,5.0,654,No
37378,26.0,male,Associate,25154.0,5,OWN,7055.0,MEDICAL,7.76,0.28,3.0,630,Yes
6245,22.0,male,Associate,36862.0,1,RENT,6000.0,PERSONAL,12.42,0.16,4.0,681,No
23095,28.0,male,Associate,63656.0,7,RENT,8000.0,VENTURE,11.01,0.13,8.0,628,Yes
8285,25.0,female,Associate,48066.0,3,RENT,7500.0,MEDICAL,15.62,0.16,2.0,543,No
19941,28.0,male,Bachelor,45926.0,2,MORTGAGE,1000.0,PERSONAL,10.99,0.02,6.0,605,Yes
31165,37.0,male,Associate,89513.0,13,MORTGAGE,10000.0,PERSONAL,16.29,0.11,14.0,590,No
9375,23.0,male,High School,81506.0,2,RENT,8000.0,VENTURE,11.01,0.1,3.0,635,Yes
15378,23.0,male,Bachelor,159058.0,1,MORTGAGE,15000.0,PERSONAL,6.99,0.09,2.0,649,Yes
28693,28.0,male,Bachelor,132857.0,8,MORTGAGE,15000.0,EDUCATION,11.01,0.11,5.0,595,Yes
40751,23.0,female,Bachelor,90794.0,0,MORTGAGE,11000.0,MEDICAL,5.47,0.12,3.0,677,No
44624,27.0,female,Associate,18900.0,3,RENT,3170.0,EDUCATION,12.37,0.17,3.0,686,No
22448,28.0,female,Associate,63289.0,0,RENT,7000.0,DEBTCONSOLIDATION,11.01,0.11,9.0,588,No
27886,30.0,female,Bachelor,12258.0,8,RENT,1800.0,PERSONAL,5.99,0.15,8.0,609,No
42566,27.0,female,Bachelor,39718.0,5,RENT,4975.0,PERSONAL,14.65,0.13,5.0,549,No
1932,26.0,female,Master,79374.0,1,RENT,2000.0,MEDICAL,7.51,0.03,2.0,632,Yes
11098,26.0,male,High School,58656.0,3,RENT,10000.0,MEDICAL,12.21,0.17,3.0,568,Yes
14482,26.0,female,Associate,130733.0,0,MORTGAGE,18300.0,HOMEIMPROVEMENT,11.01,0.14,3.0,599,No
34145,28.0,female,Master,147230.0,7,RENT,15000.0,HOMEIMPROVEMENT,15.84,0.1,5.0,663,Yes
18233,28.0,male,Doctorate,65930.0,4,RENT,24000.0,VENTURE,16.45,0.36,8.0,540,No
22239,27.0,female,Associate,43339.0,6,RENT,6400.0,MEDICAL,7.74,0.15,5.0,637,No
17538,25.0,female,Associate,68128.0,2,MORTGAGE,5000.0,PERSONAL,5.42,0.07,4.0,589,No
25251,27.0,male,High School,99491.0,6,MORTGAGE,10000.0,VENTURE,6.92,0.1,9.0,561,Yes
22190,33.0,female,High School,64512.0,10,RENT,6700.0,HOMEIMPROVEMENT,13.49,0.1,6.0,600,Yes
1485,24.0,female,High School,33456.0,3,OWN,9475.0,MEDICAL,8.94,0.28,3.0,674,No
30552,46.0,male,Associate,70769.0,23,MORTGAGE,6300.0,PERSONAL,11.03,0.09,13.0,614,No
10113,22.0,male,High School,72173.0,0,MORTGAGE,19750.0,DEBTCONSOLIDATION,14.11,0.27,3.0,657,No
29758,37.0,male,Associate,51744.0,15,RENT,3600.0,MEDICAL,7.88,0.07,12.0,691,Yes
42380,22.0,male,Associate,41398.0,0,RENT,15000.0,VENTURE,12.53,0.36,2.0,682,No
44600,24.0,male,Bachelor,48077.0,2,MORTGAGE,4772.0,DEBTCONSOLIDATION,17.57,0.1,5.0,525,No
30097,43.0,female,Associate,119326.0,22,RENT,5000.0,VENTURE,14.84,0.04,14.0,651,No
10709,24.0,male,Bachelor,77823.0,0,OWN,6100.0,VENTURE,18.64,0.08,4.0,665,No
17268,22.0,male,Bachelor,51512.0,0,MORTGAGE,3000.0,PERSONAL,6.03,0.06,3.0,632,Yes
709,25.0,female,Bachelor,77982.0,6,RENT,20000.0,HOMEIMPROVEMENT,11.01,0.26,4.0,699,No
1765,24.0,male,Bachelor,20118.0,2,RENT,2000.0,PERSONAL,15.05,0.1,4.0,603,No
30540,40.0,male,High School,63651.0,16,MORTGAGE,7000.0,HOMEIMPROVEMENT,14.65,0.11,14.0,652,No
35594,28.0,female,Associate,71662.0,3,MORTGAGE,7942.0,MEDICAL,11.45,0.11,5.0,652,Yes
27193,29.0,male,Bachelor,136545.0,4,MORTGAGE,25000.0,HOMEIMPROVEMENT,13.16,0.18,9.0,660,No
9981,22.0,male,High School,70069.0,0,RENT,9100.0,DEBTCONSOLIDATION,11.49,0.13,4.0,642,Yes
11093,24.0,male,Bachelor,87378.0,0,MORTGAGE,6000.0,DEBTCONSOLIDATION,7.49,0.07,4.0,597,No
14720,22.0,female,High School,136193.0,0,MORTGAGE,6400.0,VENTURE,13.06,0.05,4.0,623,Yes
22648,29.0,male,Associate,69201.0,8,OWN,11000.0,MEDICAL,10.62,0.16,6.0,708,Yes
30379,40.0,female,High School,64092.0,18,RENT,6600.0,PERSONAL,14.54,0.1,13.0,654,No
19629,28.0,female,Associate,157477.0,5,RENT,3000.0,HOMEIMPROVEMENT,14.22,0.02,8.0,604,No
21106,27.0,male,Associate,65927.0,4,RENT,5000.0,DEBTCONSOLIDATION,13.17,0.08,8.0,654,No
184,25.0,male,Bachelor,241005.0,4,RENT,18000.0,EDUCATION,16.32,0.07,3.0,708,Yes
43776,34.0,male,Bachelor,75603.0,15,RENT,7393.0,MEDICAL,15.03,0.1,9.0,681,No
7759,23.0,female,High School,42867.0,0,RENT,7000.0,EDUCATION,10.99,0.16,3.0,644,No
40544,25.0,female,High School,35413.0,2,MORTGAGE,12469.0,VENTURE,7.34,0.35,6.0,581,Yes
11530,24.0,male,Bachelor,78780.0,3,RENT,10000.0,HOMEIMPROVEMENT,15.65,0.13,4.0,657,No
34165,25.0,male,Bachelor,62231.0,2,RENT,9000.0,EDUCATION,7.24,0.14,3.0,540,Yes
27248,35.0,male,Associate,157060.0,10,MORTGAGE,5000.0,DEBTCONSOLIDATION,10.65,0.03,7.0,643,Yes
36427,29.0,male,Bachelor,73058.0,7,RENT,5500.0,HOMEIMPROVEMENT,8.51,0.08,8.0,714,Yes
6001,24.0,female,Master,59133.0,3,MORTGAGE,8400.0,VENTURE,11.01,0.14,4.0,588,Yes
17833,32.0,female,High School,1440746.0,6,MORTGAGE,12000.0,VENTURE,7.51,0.01,8.0,613,No
19806,27.0,female,Associate,24963.0,1,RENT,3600.0,MEDICAL,9.25,0.14,7.0,566,Yes
23000,28.0,female,Bachelor,49316.0,5,RENT,8000.0,MEDICAL,10.95,0.16,6.0,660,Yes
43317,24.0,male,High School,41687.0,2,RENT,12000.0,DEBTCONSOLIDATION,11.12,0.29,4.0,558,No
36152,34.0,male,Bachelor,95782.0,10,MORTGAGE,4800.0,HOMEIMPROVEMENT,9.22,0.05,6.0,641,Yes
30068,40.0,male,Doctorate,73170.0,18,RENT,5000.0,EDUCATION,15.31,0.07,16.0,641,Yes
31452,37.0,male,Bachelor,86616.0,16,MORTGAGE,3100.0,MEDICAL,20.0,0.04,14.0,673,No
29343,45.0,male,High School,28432.0,25,OWN,7000.0,PERSONAL,7.29,0.25,15.0,714,No
666,25.0,male,Bachelor,73266.0,1,RENT,20000.0,EDUCATION,11.01,0.27,3.0,658,No
33451,25.0,female,Bachelor,145200.0,0,MORTGAGE,10000.0,EDUCATION,7.76,0.07,3.0,626,Yes
36195,33.0,female,High School,103103.0,7,MORTGAGE,14000.0,PERSONAL,8.77,0.14,5.0,540,Yes
32834,26.0,female,Bachelor,108785.0,1,MORTGAGE,10000.0,PERSONAL,6.1,0.09,5.0,529,Yes
14687,21.0,male,High School,39284.0,0,RENT,15000.0,PERSONAL,15.27,0.38,3.0,644,No
29266,38.0,male,High School,98472.0,17,RENT,24000.0,HOMEIMPROVEMENT,8.49,0.24,13.0,564,Yes
3366,24.0,female,Master,52689.0,6,RENT,11000.0,EDUCATION,8.94,0.21,3.0,629,Yes
20187,35.0,female,Associate,40489.0,9,RENT,4000.0,HOMEIMPROVEMENT,16.32,0.1,10.0,629,No
15181,26.0,female,Associate,151107.0,3,MORTGAGE,10200.0,PERSONAL,7.49,0.07,4.0,586,Yes
2649,22.0,female,Bachelor,41135.0,0,OWN,5000.0,MEDICAL,18.25,0.12,2.0,664,Yes
13032,22.0,male,Bachelor,105534.0,0,MORTGAGE,1500.0,EDUCATION,10.99,0.01,4.0,682,Yes
28685,28.0,male,Bachelor,82474.0,6,RENT,15000.0,PERSONAL,13.16,0.18,7.0,642,No
10539,26.0,female,High School,40692.0,8,RENT,10000.0,PERSONAL,11.71,0.25,3.0,618,Yes
5971,24.0,female,High School,60628.0,1,RENT,5600.0,HOMEIMPROVEMENT,11.01,0.09,4.0,576,Yes
14257,25.0,male,Associate,123617.0,3,MORTGAGE,15000.0,DEBTCONSOLIDATION,11.58,0.12,2.0,673,No
28980,29.0,male,High School,84987.0,10,RENT,2400.0,VENTURE,11.11,0.03,6.0,639,Yes
18834,28.0,female,High School,34209.0,4,MORTGAGE,15000.0,VENTURE,6.54,0.44,10.0,644,No
44348,29.0,female,Master,52024.0,5,RENT,6000.0,PERSONAL,15.1,0.12,9.0,652,No
8129,26.0,male,Bachelor,67978.0,3,MORTGAGE,18200.0,PERSONAL,14.26,0.27,4.0,718,Yes
35033,26.0,female,Bachelor,43203.0,1,RENT,7200.0,MEDICAL,9.11,0.17,3.0,586,No
30764,50.0,female,Bachelor,71472.0,25,MORTGAGE,22000.0,DEBTCONSOLIDATION,17.74,0.31,15.0,702,No
32512,58.0,female,High School,120577.0,40,MORTGAGE,6000.0,PERSONAL,5.42,0.05,19.0,699,No
8313,22.0,male,Master,52351.0,3,RENT,7500.0,VENTURE,14.96,0.14,3.0,606,No
43816,23.0,female,Bachelor,52763.0,0,RENT,14400.0,MEDICAL,7.82,0.27,3.0,552,No
30647,44.0,male,Master,82657.0,21,RENT,5150.0,EDUCATION,7.9,0.06,14.0,671,Yes
16338,24.0,female,Bachelor,90715.0,3,OWN,29800.0,VENTURE,11.01,0.33,3.0,623,Yes
29380,36.0,male,Bachelor,156729.0,14,RENT,18000.0,MEDICAL,11.71,0.11,14.0,670,Yes
33335,25.0,female,High School,91071.0,0,MORTGAGE,9600.0,PERSONAL,9.22,0.11,4.0,572,No
19678,32.0,male,Bachelor,43189.0,9,MORTGAGE,12000.0,VENTURE,9.63,0.28,8.0,669,Yes
30127,38.0,male,High School,57605.0,17,MORTGAGE,11000.0,DEBTCONSOLIDATION,8.9,0.19,16.0,600,Yes
2924,26.0,male,Bachelor,121130.0,3,RENT,3000.0,DEBTCONSOLIDATION,13.57,0.02,3.0,503,Yes
43724,34.0,male,Associate,81864.0,11,MORTGAGE,15000.0,MEDICAL,14.13,0.18,8.0,639,No
21333,28.0,male,Bachelor,57678.0,5,OWN,13000.0,DEBTCONSOLIDATION,14.54,0.23,9.0,671,No
37666,30.0,female,Bachelor,124245.0,9,MORTGAGE,17617.0,DEBTCONSOLIDATION,15.87,0.14,6.0,671,No
26712,27.0,female,Associate,58859.0,4,RENT,2000.0,DEBTCONSOLIDATION,7.66,0.03,9.0,693,No
6360,24.0,male,Bachelor,59933.0,0,MORTGAGE,20000.0,VENTURE,15.57,0.33,4.0,680,No
8372,23.0,male,Bachelor,69575.0,0,MORTGAGE,14075.0,EDUCATION,9.91,0.2,2.0,639,Yes
12593,25.0,male,Bachelor,100512.0,3,MORTGAGE,5000.0,PERSONAL,6.76,0.05,4.0,650,No
27347,29.0,male,Associate,162915.0,6,MORTGAGE,24000.0,MEDICAL,5.99,0.15,10.0,616,Yes
3246,26.0,female,Associate,82431.0,4,RENT,3500.0,DEBTCONSOLIDATION,15.28,0.04,3.0,668,No
38988,25.0,male,Master,79020.0,4,MORTGAGE,1523.0,VENTURE,5.49,0.02,4.0,651,Yes
36998,34.0,male,Master,74497.0,12,MORTGAGE,1174.0,EDUCATION,10.63,0.02,12.0,580,No
41646,30.0,female,Master,108750.0,6,MORTGAGE,12000.0,EDUCATION,7.43,0.11,8.0,679,Yes
33796,22.0,female,Master,65705.0,0,MORTGAGE,3000.0,DEBTCONSOLIDATION,10.89,0.05,4.0,581,Yes
25150,27.0,male,High School,97030.0,2,OWN,9000.0,PERSONAL,12.21,0.09,8.0,615,Yes
1723,23.0,male,Bachelor,61669.0,1,RENT,1800.0,VENTURE,16.02,0.03,2.0,653,Yes
6981,25.0,male,Bachelor,180772.0,0,RENT,6000.0,HOMEIMPROVEMENT,13.48,0.03,2.0,497,Yes
35156,27.0,female,Associate,26266.0,6,OWN,7350.0,HOMEIMPROVEMENT,12.07,0.28,5.0,501,Yes
5801,23.0,male,Associate,57343.0,1,OWN,9000.0,VENTURE,11.01,0.16,4.0,640,Yes
37715,30.0,female,Associate,30999.0,7,RENT,3500.0,PERSONAL,10.82,0.11,10.0,653,Yes
42323,22.0,female,Bachelor,44842.0,1,RENT,18649.0,PERSONAL,7.83,0.42,3.0,538,No
23510,28.0,male,Bachelor,90998.0,8,RENT,8400.0,DEBTCONSOLIDATION,11.14,0.09,5.0,615,No
14609,24.0,male,Bachelor,132718.0,0,MORTGAGE,7500.0,PERSONAL,6.17,0.06,2.0,677,No
9135,23.0,male,Associate,73063.0,0,OWN,8000.0,PERSONAL,12.53,0.11,2.0,620,Yes
17917,29.0,female,Master,179221.0,7,RENT,29550.0,EDUCATION,8.9,0.16,9.0,699,No
9421,24.0,male,Bachelor,75550.0,0,MORTGAGE,10000.0,DEBTCONSOLIDATION,7.49,0.13,3.0,686,Yes
6345,26.0,male,High School,59753.0,5,MORTGAGE,14000.0,EDUCATION,7.88,0.23,2.0,593,Yes
36084,25.0,female,High School,51465.0,5,MORTGAGE,3500.0,PERSONAL,7.19,0.07,4.0,661,No
27439,28.0,female,Associate,168591.0,6,MORTGAGE,25000.0,HOMEIMPROVEMENT,15.95,0.15,10.0,698,Yes
7911,23.0,male,High School,58467.0,2,RENT,7000.0,EDUCATION,8.94,0.12,3.0,617,No
44056,29.0,female,High School,14588.0,8,RENT,2144.0,MEDICAL,10.79,0.15,7.0,576,No
31614,40.0,female,High School,137915.0,18,MORTGAGE,6000.0,MEDICAL,5.42,0.04,17.0,675,Yes
22753,31.0,male,High School,122149.0,10,RENT,7500.0,EDUCATION,13.22,0.06,5.0,690,No
25398,27.0,male,Bachelor,102586.0,5,MORTGAGE,18000.0,VENTURE,7.51,0.18,10.0,642,Yes
43629,22.0,female,High School,58304.0,1,RENT,15038.0,PERSONAL,11.48,0.26,3.0,574,No
7041,22.0,male,Master,62309.0,0,MORTGAGE,13000.0,VENTURE,13.48,0.21,3.0,645,Yes
23712,27.0,female,Associate,78773.0,4,OWN,5000.0,MEDICAL,7.88,0.06,5.0,579,No
15365,23.0,male,High School,157224.0,4,MORTGAGE,24000.0,VENTURE,6.54,0.15,2.0,548,No
1058,24.0,male,Associate,114882.0,0,RENT,18000.0,DEBTCONSOLIDATION,8.49,0.16,4.0,520,Yes
1285,22.0,male,Bachelor,74104.0,2,RENT,16000.0,VENTURE,11.01,0.22,2.0,644,Yes
41622,30.0,male,Associate,90782.0,5,MORTGAGE,12000.0,MEDICAL,7.48,0.13,9.0,563,Yes
42345,23.0,male,Associate,76210.0,3,RENT,16000.0,MEDICAL,14.81,0.21,4.0,661,No
39652,30.0,male,Bachelor,102801.0,5,MORTGAGE,15000.0,MEDICAL,9.69,0.15,9.0,655,No
12840,25.0,male,High School,75581.0,3,MORTGAGE,5400.0,MEDICAL,15.21,0.07,3.0,653,No
11651,26.0,male,Associate,88017.0,4,RENT,10000.0,VENTURE,9.96,0.11,3.0,619,No
31802,36.0,female,High School,99583.0,17,RENT,15000.0,PERSONAL,14.09,0.15,16.0,673,No
37823,23.0,male,Bachelor,26475.0,0,RENT,3000.0,HOMEIMPROVEMENT,12.23,0.11,3.0,640,Yes
3927,22.0,male,Bachelor,47831.0,0,MORTGAGE,5325.0,EDUCATION,14.59,0.11,3.0,570,Yes
37293,40.0,female,Associate,64496.0,18,MORTGAGE,3026.0,MEDICAL,11.42,0.05,17.0,669,No
12794,25.0,female,Master,69722.0,2,RENT,12000.0,MEDICAL,15.31,0.17,4.0,555,No
